Feature,protein_description,Pearson: Relative FoC change,Pearson p-value: Relative FoC change,Spearman: Relative FoC change,Spearman p-value: Relative FoC change,Pearson: Only last FoC measurment for each sample,Pearson p-value: Only last FoC measurment for each sample,Spearman: Only last FoC measurment for each sample,Spearman p-value: Only last FoC measurment for each sample,Pearson: Enrichment with 'Epinephrine 1uM',Pearson p-value: Enrichment with 'Epinephrine 1uM',Spearman: Enrichment with 'Epinephrine 1uM',Spearman p-value: Enrichment with 'Epinephrine 1uM',Pearson: Enrichment with 'DMSO',Pearson p-value: Enrichment with 'DMSO',Spearman: Enrichment with 'DMSO',Spearman p-value: Enrichment with 'DMSO',Pearson: Enrichment with 'Not treated',Pearson p-value: Enrichment with 'Not treated',Spearman: Enrichment with 'Not treated',Spearman p-value: Enrichment with 'Not treated',Pearson: Enrichment with 'Doxorubicin 5 uM',Pearson p-value: Enrichment with 'Doxorubicin 5 uM',Spearman: Enrichment with 'Doxorubicin 5 uM',Spearman p-value: Enrichment with 'Doxorubicin 5 uM'
770.O95182.NDUA7_HUMAN.NDUFA7,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,-0.611388003413115,0.0032319182115054298,-0.6805194805194805,0.0006861487068079911,-0.6748159499405484,0.0007914779466146743,-0.6012987012987013,0.003936569354114921,-0.9066722454945303,1.4885003673304159e-08,-0.7833494518006402,2.6737538480021486e-05,0.28298816145460315,0.2138650621766092,0.21604012421441857,0.34692464858180805,0.4355148729429954,0.04845500483384211,0.3947030643086955,0.07660981821022188,0.3530723081540913,0.11642399032048249,0.3820465887291705,0.08743529767137491
772.O95197;O95197-2;O95197-7.RTN3_HUMAN.RTN3,Reticulon-3;Isoform 2 of Reticulon-3;Isoform 7 of Reticulon-3,0.1307106330815487,0.5722469399320538,0.01948051948051948,0.9332057914291583,-0.09013757279018084,0.697600391135535,-0.15064935064935067,0.514513864469408,-0.4398835438780648,0.04599528768506381,-0.4700096710803842,0.03155736406113547,-0.1727055328972046,0.454082046192284,-0.029154203613710464,0.9001699869301034,0.7609618608714724,6.187922799399579e-05,0.7991241964886278,1.3933666095877669e-05,-0.11146306400734596,0.6305062739112546,-0.15731330124142315,0.4958609297287322
773.O95202.LETM1_HUMAN.LETM1,Mitochondrial proton/calcium exchanger protein,-0.3803569619092064,0.08896198488058679,-0.5922077922077922,0.0046768122311073666,-0.3043114000280561,0.17985286872004552,-0.461038961038961,0.035419786614435254,-0.5733638648211912,0.006582387500622508,-0.6963106238227914,0.00045450886025867214,0.437716293663588,0.047203165097402154,0.3685390354245964,0.1001963449311318,0.1282282607952181,0.5796271354421739,0.31994869606841225,0.1573920441481916,0.10170015989206183,0.6609141036284365,0.22473328748774737,0.3273821905009374
774.O95208;O95208-2;O95208-3.EPN2_HUMAN.EPN2,Epsin-2;Isoform 2 of Epsin-2;Isoform 3 of Epsin-2,0.477935860547385,0.028427804008714547,0.4454545454545455,0.042999928742642864,0.5811617177959015,0.005728214407825245,0.4896103896103896,0.024270522021007414,0.6711784205157885,0.0008655907969464015,0.7137183894183612,0.0002799674895037422,0.09465530705477629,0.6831835462464898,-0.023921397836890637,0.9180237879732269,-0.47871448604474026,0.02813412135626679,-0.51730022822276,0.016324831157895788,-0.4234070911632736,0.05580339140170523,-0.35957325998039574,0.10938735926479932
775.O95210.STBD1_HUMAN.STBD1,Starch-binding domain-containing protein 1,0.4556742105505482,0.03790060101839926,0.04155844155844156,0.8580477762660439,0.31795863338339225,0.16013630561849304,0.01948051948051948,0.9332057914291583,-0.2167036330133862,0.34540951472712295,-0.36556307750696543,0.10318200322506645,0.5869228788593912,0.005157846005101702,0.6496154600080614,0.0014371423609597514,0.3462508725238117,0.12415248893566876,0.3618111422829709,0.10703805824443013,-0.7764265523630842,3.5008205781944735e-05,-0.606779876216918,0.0035394144753656083
776.O95218;O95218-2.ZRAB2_HUMAN.ZRANB2,Zinc finger Ran-binding domain-containing protein 2;Isoform 2 of Zinc finger Ran-binding domain-containing protein 2,-0.5176453111214332,0.016241079775120897,-0.6792207792207793,0.0007090174365901504,-0.3366972834048297,0.13558447409030153,-0.32597402597402597,0.14928317187962065,-0.6538550377907046,0.0013047846712296528,-0.644087327036082,0.0016266134917482678,0.5671698134969094,0.007333411134060841,0.5898119654158347,0.004890047012509413,0.08442967451718042,0.7159590622382497,0.1345578628325098,0.5608907805659817,0.11055405472023024,0.6333142963150095,0.08989331499509894,0.6983827756159524
777.O95219.SNX4_HUMAN.SNX4,Sorting nexin-4,-0.08331822239481063,0.7195518751438371,-0.33896103896103896,0.1328105963995839,-0.20427437409172208,0.37443282524942784,-0.34675324675324676,0.12357109818269173,-0.5132164191629301,0.017342663466406096,-0.5396407334626633,0.011574406445507553,0.5434063923342601,0.01089793510109945,0.5158051408579543,0.016691718232822728,0.33063906455379255,0.14320942666184747,0.4410507726176711,0.04535472971273473,-0.3268652368714998,0.14810912923292868,-0.2921532737340716,0.19876036399538635
778.O95232.LC7L3_HUMAN.LUC7L3,Luc7-like protein 3,-0.30853709856803885,0.1735792069893099,-0.4974025974025974,0.02177593513462342,-0.2607930415926835,0.25352839506050334,-0.3311688311688311,0.142530865818502,-0.5620544401119534,0.008005550340750874,-0.644087327036082,0.0016266134917482678,0.29450069287950004,0.19500998896134167,0.2990174729611329,0.1879284723233456,0.28486400658375843,0.2107134382471233,0.42161463687519746,0.05695990537920151,0.06812480378041463,0.7692074819280728,0.13483997249264842,0.5600620180993932
780.O95249.GOSR1_HUMAN.GOSR1,Golgi SNAP receptor complex member 1,-0.4493427037997155,0.04100068363943745,-0.6930822060896038,0.0004954516791517147,-0.4145300601594464,0.06171087749350434,-0.5417343578994654,0.011194210470031055,-0.3355515537173147,0.13700393434404837,-0.39180195498468934,0.07899760760897458,0.58923844698329,0.004942270011925144,0.5189638377019951,0.015924258476941663,-0.28968065886737737,0.20276278975602896,-0.23143992473885802,0.3127642333634527,0.10415374200622515,0.6532212430166048,0.22480628839514222,0.3272209191733586
781.O95251;O95251-4.KAT7_HUMAN.KAT7,Histone acetyltransferase KAT7;Isoform 4 of Histone acetyltransferase KAT7,-0.31721455709089263,0.16117085155984925,-0.2756829379034587,0.22643527761737167,-0.5742558756383244,0.00647965672248778,-0.5331603987755569,0.012818338900141064,-0.8888413120595504,7.294554942398539e-08,-0.7843687748756958,2.567641844584639e-05,0.29742648517024867,0.19040268172729746,0.3001550818920105,0.1861727481873723,0.6303931362857299,0.002188641048378756,0.7275579541123048,0.0001856983716608348,0.09021696101624366,0.6973461654750895,-0.04500514373894347,0.8464042785380357
782.O95260.ATE1_HUMAN.ATE1,Arginyl-tRNA--protein transferase 1,0.4865770945504552,0.025300931059941956,0.5025974025974026,0.020229828771012287,0.3960237915731728,0.07554085138578552,0.43376623376623374,0.04946747938154749,0.40339913164672714,0.06977568466249551,0.38297084310253526,0.0866084297913775,-0.16605244374085745,0.47191261993469164,-0.17043995958784577,0.46011435059483363,-0.004517275129902729,0.9844955443139243,0.06503630036904642,0.7794156949501034,-0.32919798773212994,0.1450667619830005,-0.35957325998039574,0.10938735926479932
783.O95260-2.ATE1_HUMAN.ATE1,Isoform ATE1-2 of Arginyl-tRNA--protein transferase 1,0.26425471212243773,0.2470527124652089,0.33506493506493507,0.13760998567228216,0.09962344461684353,0.6674511995340588,-0.06883116883116883,0.7668778725128099,0.25929749385938394,0.2563593403809676,0.034815531191139566,0.8809064868357404,-0.5773008338629035,0.006138886595940429,-0.584579159639015,0.0053839186726825855,0.2648462293729301,0.24595691730973335,0.43432287947604564,0.049143426576753566,0.009387242298835377,0.9677867388021313,0.022473328748774734,0.9229715264419167
784.O95273;O95273-2.CCDB1_HUMAN.CCNDBP1,Cyclin-D1-binding protein 1;Isoform 2 of Cyclin-D1-binding protein 1,-0.816253631949508,6.41842103684282e-06,-0.7961038961038961,1.5853672956450228e-05,-0.5776175134548834,0.0061043123024943,-0.39610389610389607,0.07547637795047234,-0.43157440334923186,0.050759476483321124,-0.4700096710803842,0.03155736406113547,0.005847572571110328,0.9799304037321795,0.08222980506431156,0.7230757517653053,-0.15969903493289775,0.489264713327574,-0.035134553072933124,0.8798227917010055,0.7338546069463031,0.0001528162557739908,0.606779876216918,0.0035394144753656083
786.O95292.VAPB_HUMAN.VAPB,Vesicle-associated membrane protein-associated protein B/C,-0.3340810832361034,0.13884110021206575,-0.45454545454545453,0.03843942504383772,-0.22981171008305112,0.31627625737413184,-0.1974025974025974,0.39105475294328806,-0.6764360031932504,0.000760249642428143,-0.6789028582272215,0.0007147134840956512,0.320542960857697,0.1565789478170829,0.31994869606841225,0.1573920441481916,0.451255472973084,0.040044071486970916,0.5045919856219119,0.019660077738718258,-0.00438177872337852,0.9849605516196217,0.022473328748774734,0.9229715264419167
787.O95295.SNAPN_HUMAN.SNAPIN,SNARE-associated protein Snapin,-0.20889178154334304,0.36349326468286564,-0.6558441558441558,0.0012463317417583512,-0.09178899089560767,0.6923184975217455,-0.461038961038961,0.035419786614435254,-0.3820550018855341,0.08742774471971416,-0.644087327036082,0.0016266134917482678,0.5759014234207523,0.006293612859501353,0.33639465708127453,0.13595838409603872,-0.033798683576052854,0.8843620057665418,0.25192222096975453,0.27061391817657,-0.11447000893484355,0.6212525564887129,0.26967994498529685,0.237119738409395
790.O95299.NDUAA_HUMAN.NDUFA10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",-0.8833148834299663,1.1310768600542956e-07,-0.7363636363636364,0.00014118763511755848,-0.8426560479615733,1.6401909949108174e-06,-0.7,0.0004112938713638754,-0.704742712901508,0.00036094213726303227,-0.7833494518006402,2.6737538480021486e-05,0.10793357901865802,0.6414363023104006,0.11138400867802202,0.6307502900773129,0.0026250297574938117,0.9909898744565011,0.23846643468650355,0.2978802190213633,0.7856443771714374,2.440026479781993e-05,0.606779876216918,0.0035394144753656083
791.O95302.FKBP9_HUMAN.FKBP9,Peptidyl-prolyl cis-trans isomerase FKBP9,0.19159859321654665,0.4054085545997791,0.14155844155844155,0.5404880300232261,0.2176774752550983,0.3431927582662715,0.2675324675324675,0.24102003675627298,-0.008754764500814846,0.9699561730489391,0.12185435916898849,0.598762067797727,0.40721315015973725,0.06692764716641927,0.3767620159310275,0.09227571841677316,-0.05211557197149369,0.8224837612687937,-0.014203329965653816,0.9512755355801392,-0.3860161976660489,0.08392494863008766,-0.4719399037242694,0.03077138103808424
792.O95319;O95319-2;O95319-3;O95319-4;O95319-5.CELF2_HUMAN.CELF2,CUGBP Elav-like family member 2;Isoform 2 of CUGBP Elav-like family member 2;Isoform 3 of CUGBP Elav-like family member 2;Isoform 4 of CUGBP Elav-like family member 2;Isoform 5 of CUGBP Elav-like family member 2,-0.0626801415265178,0.7872270034667637,0.02857142857142857,0.902156216296043,-0.002602483563945178,0.9910672587998569,0.033766233766233764,0.8844723124673912,0.2823838969069001,0.21488690547517744,0.26111648393354675,0.252918785933029,-0.24447410706762093,0.2855054698680329,-0.3057453661027585,0.17770684727055286,-0.09697527180724123,0.6758208240753502,-0.15997434803420613,0.4885063162169899,0.02116319276218685,0.9274503425679231,0.04494665749754947,0.8466016043733045
793.O95336.6PGL_HUMAN.PGLS,6-phosphogluconolactonase,0.5124158463478317,0.017548053318399353,0.18051948051948052,0.433594674982858,0.6360288347155649,0.0019402714352661841,0.5610389610389611,0.008144816154898505,0.29119125565685805,0.2003112304088357,0.24370871833797697,0.28706401901271206,0.15897908554234197,0.4912506862625128,0.3281716765748434,0.14639981110381706,0.1155408511935538,0.6179702448881557,-0.014950873648056646,0.9487142559431929,-0.6869764414257509,0.000581540723636937,-0.5618332187193684,0.008035721476716051
794.O95340;O95340-2.PAPS2_HUMAN.PAPSS2,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2;Isoform B of Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2,-0.2325090234600975,0.31047109405331735,-0.3103896103896104,0.17087682060108259,-0.3304424784164885,0.14346180536777303,-0.4168831168831169,0.06010068446787321,-0.5018984430722913,0.020432584356359834,-0.5396407334626633,0.011574406445507553,-0.13003234999017943,0.574259427341076,0.0,1.0,0.46495150594969836,0.03369211219175674,0.4171293747807805,0.059934037094731926,0.2603739175506051,0.25431973691521753,0.2921532737340716,0.19876036399538635
795.O95347;O95347-2.SMC2_HUMAN.SMC2,Structural maintenance of chromosomes protein 2;Isoform 2 of Structural maintenance of chromosomes protein 2,0.13934424173301896,0.5469041468031264,-0.2571428571428571,0.2604731897004084,0.29760715297122997,0.19012061508309494,0.051948051948051945,0.8230456679720456,0.02515724785859228,0.9138034543762271,-0.12185435916898849,0.598762067797727,0.10268249434317571,0.6578301283218597,0.10316102817159087,0.6563297340143048,0.11848151036569673,0.6089927367791316,0.12558733864367583,0.5875233917636082,-0.28370601380324234,0.21265532573028254,-0.04494665749754947,0.8466016043733045
797.O95359;O95359-3.TACC2_HUMAN.TACC2,Transforming acidic coiled-coil-containing protein 2;Isoform 3 of Transforming acidic coiled-coil-containing protein 2,0.3678455591362993,0.10088636135163445,-0.051948051948051945,0.8230456679720456,0.35554141822432056,0.11371401312714585,0.14025974025974028,0.5442470998307319,-0.12118024890338452,0.6008010763015075,-0.26111648393354675,0.252918785933029,0.4192572532301718,0.05850867309107893,0.5255232087291911,0.014421384511631868,0.29385318022073775,0.1960396971675726,0.2975223855963273,0.19025292248390632,-0.6514037599687602,0.0013799924534087626,-0.5393598899705937,0.011626196595185725
798.O95361.TRI16_HUMAN.TRIM16,Tripartite motif-containing protein 16,0.4313035846343116,0.05092089676642892,0.31428571428571433,0.16528805484305462,0.6019418506959507,0.003888129689902074,0.5753246753246753,0.006358310845714963,0.49247823486787423,0.02332728073471705,0.48741743667595394,0.02501205204626498,0.028918033707199836,0.9009748389276019,0.12782996969088434,0.5808150772108787,-0.24922969552560065,0.27593972413480977,-0.35209307441173404,0.11751154464536753,-0.3822515524270807,0.08725142800837661,-0.35957325998039574,0.10938735926479932
799.O95363.SYFM_HUMAN.FARS2,"Phenylalanine--tRNA ligase, mitochondrial",-0.23456181097879258,0.30609667402297347,-0.06883116883116883,0.7668778725128099,-0.31225703363025314,0.16818210805863115,-0.26493506493506497,0.2457926187154074,-0.34626039261390085,0.1241414532875889,-0.24370871833797697,0.28706401901271206,-0.33774684442316794,0.13429333945128907,-0.44404094734728244,0.04374523219998458,0.35217511427126424,0.11742014982994456,0.2997650166435358,0.18677349495220472,0.4220324941896003,0.056688677049286894,0.4719399037242694,0.03077138103808424
800.O95365.ZBT7A_HUMAN.ZBTB7A,Zinc finger and BTB domain-containing protein 7A,0.8510674848140299,1.0074558632577928e-06,0.7597402597402596,6.461161103085645e-05,0.961734998967095,3.87999913206489e-12,0.9350649350649349,5.311813279659723e-10,0.7583344498851834,6.788479299535325e-05,0.7659416862050705,5.174963483032402e-05,-0.16832788981528507,0.4657747998455156,-0.2302434541800724,0.315342687897433,-0.05375475015672153,0.8169899736532508,-0.12782996969088434,0.5808150772108787,-0.7283619221584761,0.000181187441018346,-0.606779876216918,0.0035394144753656083
801.O95372.LYPA2_HUMAN.LYPLA2,Acyl-protein thioesterase 2,-0.336602997542382,0.13570089071007715,-0.3571428571428571,0.11198091415054655,-0.08608922859754062,0.7106052448344362,-0.031168831168831172,0.893308173976082,0.24552454423574135,0.2833750508561525,0.19148542155126763,0.40569127733757615,-0.1669541110489873,0.46947556636777404,-0.15474154225738632,0.5030199577697962,-0.47503553473219073,0.029543136983027022,-0.49711654879788353,0.02186373478256066,0.4155611164058126,0.06100134198895735,0.4719399037242694,0.03077138103808424
802.O95373.IPO7_HUMAN.IPO7,Importin-7,-0.18546818241258256,0.4208784245478846,-0.04285714285714286,0.8536570982478849,-0.20734670996140275,0.36713321094084467,-0.1012987012987013,0.6621759840226069,0.24069052167579683,0.29326121487401136,0.2959320151246863,0.19274676789084996,-0.6087415359411722,0.003405659574246844,-0.5688807423085555,0.007119249316114586,-0.13699296117524207,0.553755148516249,-0.38797517116707003,0.08223172474175656,0.5298236407214628,0.013499928470346007,0.606779876216918,0.0035394144753656083
803.O95376.ARI2_HUMAN.ARIH2,E3 ubiquitin-protein ligase ARIH2,0.5810355193151464,0.005741268920265961,0.7376623376623377,0.0001354741498121529,0.5929257058348282,0.004614440329027569,0.551948051948052,0.009482413408998653,0.8072631834027622,9.732462412169237e-06,0.7659416862050705,5.174963483032402e-05,-0.5450798929279044,0.010607831541391553,-0.5771037228149866,0.00616048822298096,-0.18421023781856333,0.4240916360426368,-0.1659546974934288,0.4721771955354761,-0.21889970851371712,0.34042243531006766,-0.22473328748774737,0.3273821905009374
804.O95379.TFIP8_HUMAN.TNFAIP8,Tumor necrosis factor alpha-induced protein 8,0.15661743719204238,0.4977930692426391,0.07012987012987014,0.7625997832797398,0.05953432879371423,0.7976868389004966,0.00909090909090909,0.968803151925576,-0.2159666999470507,0.3470925525359255,-0.12185435916898849,0.598762067797727,0.5067510687656445,0.01905790331952943,0.5053395293043147,0.019449884652948824,0.12581485491085187,0.5868413307506489,0.22202047367364122,0.33340882059934684,-0.4344240494784599,0.049084706175838995,-0.5393598899705937,0.011626196595185725
806.O95396.MOCS3_HUMAN.MOCS3,Adenylyltransferase and sulfurtransferase MOCS3,-0.4174515251085229,0.059716563154887214,-0.3675324675324675,0.10119902708769565,-0.5193766103705366,0.015826106829251285,-0.464935064935065,0.03369923102896564,-0.5136797708818879,0.017224675346286508,-0.5744562646538028,0.006456761277900178,-0.25558374242222437,0.2634760123833783,-0.133810319150107,0.5630894958604846,0.4535909029315597,0.03889973731755072,0.6085005574759056,0.0034218597179007096,0.42955950163725987,0.05196992113498585,0.2921532737340716,0.19876036399538635
807.O95400.CD2B2_HUMAN.CD2BP2,CD2 antigen cytoplasmic tail-binding protein 2,-0.19066495495002667,0.4077441794713543,-0.37272727272727274,0.09610224578434738,-0.1511737548880664,0.5130339803179699,-0.2545454545454545,0.2654878493439647,-0.345218524101112,0.12535335661316144,-0.36556307750696543,0.10318200322506645,0.46843812293119125,0.03220888798348399,0.4537590152185193,0.038818358548381816,-0.018722180931603744,0.9358006931508384,0.051580514085795434,0.8242787794079038,-0.05869202180839364,0.800493262517615,-0.022473328748774734,0.9229715264419167
808.O95425;O95425-4.SVIL_HUMAN.SVIL,Supervillin;Isoform SV4 of Supervillin,0.34701649304021775,0.12326722719841698,0.2675324675324675,0.24102003675627298,0.23749165045590548,0.2999186467827577,0.1909090909090909,0.40713272974481274,0.0845684863511078,0.7155107512875942,0.08703882797784893,0.7075476534151997,0.3834170090447282,0.08621135602411199,0.4074113069095436,0.06678211679785648,-0.06642045863382201,0.7748363049336421,-0.04933788303858694,0.8318114745889521,-0.4633681015491986,0.0343831503690258,-0.4944132324730442,0.022707522288239735
809.O95427.PIGN_HUMAN.PIGN,GPI ethanolamine phosphate transferase 1,-0.021721509078228063,0.9255414228415818,-0.1,0.6662641376986583,-0.06652696973783787,0.7744842163192976,-0.04675324675324675,0.840510514240316,0.005234754741974268,0.9820333250302553,0.05222329678670935,0.8221224677517492,0.4036160750345919,0.0696112782177877,0.41413920005116917,0.06198148583622102,-0.1969021051805473,0.3922812151613501,-0.16819732854063726,0.46612587204675116,-0.23389240362712685,0.30751901472942006,-0.3146266024828463,0.16480515344280572
810.O95429;O95429-2.BAG4_HUMAN.BAG4,BAG family molecular chaperone regulator 4;Isoform 2 of BAG family molecular chaperone regulator 4,0.5570556099720056,0.008710444424533883,0.15714285714285717,0.49633384542321823,0.5911979067609341,0.004765733681140339,0.3987012987012987,0.07340807742224027,0.2907863929457544,0.2009663267597457,0.17407765595569785,0.4504486601051213,0.28404406087980105,0.2120872181155686,0.2885518614074933,0.20460777093907737,0.08107403123538609,0.7268236154149542,0.042609989896961444,0.8544923616618263,-0.7872955499699594,2.2830575203379048e-05,-0.606779876216918,0.0035394144753656083
811.O95433.AHSA1_HUMAN.AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,-0.7591363160784096,6.600063999251266e-05,-0.7064935064935066,0.0003437390796187926,-0.4933020086103046,0.02306180895392708,-0.4207792207792207,0.05750513790191284,-0.28102665849701264,0.21719383124829986,-0.2959320151246863,0.19274676789084996,0.36830608478105376,0.10042774693725891,0.3416274628580944,0.12959534253356542,-0.584891511296072,0.005353324139490132,-0.5554249560253044,0.008951092374021419,0.6205349318533622,0.002687329765102488,0.606779876216918,0.0035394144753656083
812.O95450.ATS2_HUMAN.ADAMTS2,A disintegrin and metalloproteinase with thrombospondin motifs 2,-0.5900730096299017,0.004866429074196184,-0.07142857142857142,0.758328345457485,-0.5878036584001085,0.005074946751990858,-0.42207792207792205,0.05665924967310819,-0.16171465630695692,0.4837258429794318,-0.034815531191139566,0.8809064868357404,-0.2486592318823711,0.2770764665949767,-0.22949591049766957,0.3169601712720074,-0.30366905591892146,0.18081988801319743,-0.35209307441173404,0.11751154464536753,0.8363764184882376,2.3180089787848686e-06,0.606779876216918,0.0035394144753656083
813.O95453;O95453-2;O95453-3.PARN_HUMAN.PARN,Poly(A)-specific ribonuclease PARN;Isoform 2 of Poly(A)-specific ribonuclease PARN;Isoform 3 of Poly(A)-specific ribonuclease PARN,-0.5233841747767493,0.014898300419592203,-0.2922077922077922,0.1986727169657405,-0.5010437307382443,0.020682727460120245,-0.41038961038961036,0.06462348505257628,-0.004401025243763516,0.9848944995963616,0.034815531191139566,0.8809064868357404,-0.15312936460058807,0.5075332149626255,-0.017941048377667978,0.9384742468413609,-0.37201621458253864,0.09678851043795154,-0.5045919856219119,0.019660077738718258,0.6044771887915484,0.003701984202083522,0.4944132324730442,0.022707522288239735
814.O95456;O95456-2.PSMG1_HUMAN.PSMG1,Proteasome assembly chaperone 1;Isoform 2 of Proteasome assembly chaperone 1,0.26246043024803645,0.2503958291093071,0.4051948051948052,0.06842364541741944,0.42072273711513547,0.057542145062995306,0.5012987012987012,0.020607851918442468,0.7640832750898401,5.534742181913933e-05,0.7659416862050705,5.174963483032402e-05,-0.32835417139983797,0.14616214661434443,-0.3685390354245964,0.1001963449311318,-0.5327853461454198,0.012893526896388674,-0.5629003928493327,0.007891032274513732,-0.006444175247447559,0.9778832486635008,-0.022473328748774734,0.9229715264419167
815.O95470.SGPL1_HUMAN.SGPL1,Sphingosine-1-phosphate lyase 1,-0.7013690348770371,0.00039617794226541164,-0.8454545454545455,1.3991106993623216e-06,-0.5719650614873639,0.006746186263083967,-0.5961038961038961,0.004346554429032714,-0.6546608105460172,0.0012808326239321698,-0.6614950926316518,0.0010922136385075189,0.507505365922807,0.01885104934176742,0.5075821603515231,0.018830091132957298,-0.05489214159590252,0.8131827814965111,-0.035882096755335956,0.8772842508217151,0.33844675556447357,0.13343719851095678,0.35957325998039574,0.10938735926479932
816.O95476.CNEP1_HUMAN.CTDNEP1,CTD nuclear envelope phosphatase 1,0.2944990542029462,0.19501259026319684,0.48571428571428565,0.025600283346738067,0.3497160494371793,0.12018192695256977,0.42337662337662335,0.05582289840720049,0.6664520826000879,0.0009706263573091448,0.644087327036082,0.0016266134917482678,-0.7508972649977553,8.770007666690967e-05,-0.7834257791581684,2.6656781108476965e-05,-0.03809113534258622,0.8697895646777501,-0.08148226138190873,0.7254991438638807,0.026254250899118148,0.910059138694926,0.022473328748774734,0.9229715264419167
817.O95478.NSA2_HUMAN.NSA2,Ribosome biogenesis protein NSA2 homolog,0.6650941309144731,0.0010027324225470515,0.33246753246753247,0.14087699566933984,0.4553880205729855,0.03803665565919385,0.17922077922077922,0.43696527489850645,0.21708756758395387,0.3445345658694377,0.19148542155126763,0.40569127733757615,0.33267864737639674,0.14060943061021575,0.38049973434304174,0.08883222350759984,0.13379532548352321,0.5631336350620629,-0.05457068881540677,0.8142583737135642,-0.8072452033176252,9.74035887085368e-06,-0.606779876216918,0.0035394144753656083
818.O95479;O95479-2.G6PE_HUMAN.H6PD,GDH/6PGL endoplasmic bifunctional protein;Isoform 2 of GDH/6PGL endoplasmic bifunctional protein,-0.4812887418797551,0.027180202107649667,-0.04675324675324675,0.840510514240316,-0.6565047832358726,0.0012274152817114113,-0.5025974025974026,0.020229828771012287,-0.28560551047213195,0.2094761849349786,-0.2088931871468374,0.3634899627745002,-0.39775561353037187,0.0741561356925375,-0.4545065589009221,0.03845809821836839,0.0797221388694248,0.7312150651225133,0.13082014442049567,0.5719223051298632,0.7237377559749137,0.00020847839866884428,0.5618332187193684,0.008035721476716051
819.O95486.SC24A_HUMAN.SEC24A,Protein transport protein Sec24A,-0.3723659031463097,0.09645056679923728,-0.16363636363636364,0.4784743069143619,-0.24115167394979495,0.2923090466192968,-0.12077922077922078,0.6020154473326511,0.2636984774630886,0.24808600605365186,0.31333978072025614,0.16663318068853508,-0.2657831717982501,0.24422762975447335,-0.3206962397508151,0.1563697010085814,-0.48577157852491626,0.025580318833210824,-0.5292609271412053,0.013617713704920221,0.5153604208484399,0.01680212243978874,0.4719399037242694,0.03077138103808424
820.O95487;O95487-2;O95487-3.SC24B_HUMAN.SEC24B,Protein transport protein Sec24B;Isoform 2 of Protein transport protein Sec24B;Isoform 3 of Protein transport protein Sec24B,0.05066646283581289,0.8273471980039468,0.17922077922077922,0.43696527489850645,-0.2319506416753611,0.3116675078451496,-0.27792207792207796,0.22253206527884467,-0.13204981867665383,0.5682825993321544,0.0,1.0,0.04574971267723515,0.8438929658661471,-0.08148226138190873,0.7254991438638807,-0.07055047068371786,0.7612156913058549,-0.18165311482388827,0.43066380936889814,0.2000771042265307,0.38453719260315683,0.2921532737340716,0.19876036399538635
821.O95490;O95490-2;O95490-3;O95490-4;O95490-5;O95490-6;O95490-7.AGRL2_HUMAN.ADGRL2,Adhesion G protein-coupled receptor L2;Isoform 2 of Adhesion G protein-coupled receptor L2;Isoform 3 of Adhesion G protein-coupled receptor L2;Isoform 4 of Adhesion G protein-coupled receptor L2;Isoform 5 of Adhesion G protein-coupled receptor L2;Isoform 6 of Adhesion G protein-coupled receptor L2;Isoform 7 of Adhesion G protein-coupled receptor L2,0.5560288995342513,0.008861336910557847,0.5792207792207792,0.005931730203525635,0.6241188263418862,0.0024960461617009677,0.535064935064935,0.01244200228379149,0.8877770080886582,7.951505098843891e-08,0.7833494518006402,2.6737538480021486e-05,-0.30390991197376604,0.18045687590000756,-0.19959416320155624,0.3857095427609385,-0.49687794531084484,0.021937187616950737,-0.4963690051154807,0.02209452035522515,-0.2347769828341072,0.30564033401921004,-0.2472066162365221,0.2799842513815679
822.O95528.GTR10_HUMAN.SLC2A10,"Solute carrier family 2, facilitated glucose transporter member 10",-0.15560207527849995,0.5006189154968247,-0.1935064935064935,0.400658588380703,-0.28849159203154695,0.20470659338209093,-0.32597402597402597,0.14928317187962065,-0.3370212909614292,0.1351849554274745,-0.31333978072025614,0.16663318068853508,0.524877855982831,0.014563951522779983,0.51730022822276,0.016324831157895788,-0.10400079336948656,0.6536998134903689,-0.035882096755335956,0.8772842508217151,-0.0347723879583254,0.8810530571641833,-0.04494665749754947,0.8466016043733045
823.O95551;O95551-2.TYDP2_HUMAN.TDP2,Tyrosyl-DNA phosphodiesterase 2;Isoform 2 of Tyrosyl-DNA phosphodiesterase 2,-0.3784842639688469,0.09067702479286513,-0.43993121957812126,0.045968987752700995,-0.33253021914418057,0.14079750967960694,-0.3641535932393061,0.10461852021337884,-0.4247208054971464,0.05496723129650956,-0.5642898614749844,0.007705859476805227,0.5289863097342431,0.013675497237726205,0.46283816189205357,0.0346168947834039,-0.05892600181936415,0.7997134420317001,0.09491009427978409,0.682373575605003,0.022110725926050512,0.9242108974699337,0.09713267715228023,0.6753222981601747
